user_id,session_id,journey
user_22,session_470,/product
user_22,session_933,/product
user_23,session_295,/home
user_23,session_33,/home
user_23,session_618,/home
user_23,session_752,/checkout
user_23,session_908,/home
user_23,session_950,/home
user_23,session_955,/cart
user_23,session_968,/product
user_23,session_97,/checkout
user_24,session_163,/cart
user_24,session_291,/product
user_24,session_382,/cart
user_24,session_403,/cart
user_24,session_496,/product
user_24,session_53,/cart
user_24,session_612,/product
user_24,session_726,/cart
user_25,session_304,/product
user_25,session_347,/checkout
user_25,session_410,/home
user_25,session_530,/home
user_25,session_737,/home
user_25,session_739,/home
user_25,session_931,/home
user_26,session_133,/cart
user_26,session_160,/home
user_26,session_478,/cart
user_26,session_496,/cart
user_26,session_532,/cart
user_26,session_668,/home
user_26,session_749,/cart
user_26,session_809,/checkout
user_26,session_904,/checkout
user_27,session_388,/checkout
user_27,session_46,/product
user_27,session_508,/product
user_27,session_570,/product
user_27,session_58,/home
user_27,session_618,/cart
user_27,session_734,/cart
user_27,session_864,/product
user_27,session_975,/checkout
user_28,session_465,/checkout
user_28,session_518,/home
user_28,session_592,/product
user_28,session_611,/product
user_28,session_617,/home
user_28,session_66,/product
user_28,session_722,/home
user_28,session_891,/home
user_29,session_162,/cart
user_29,session_236,/product
user_29,session_395,/home
user_29,session_41,/product
user_29,session_610,/cart
user_29,session_648,/cart
user_29,session_698,/checkout
user_29,session_727,/home
user_29,session_849,/checkout
user_29,session_875,/checkout
user_29,session_923,/home
user_3,session_20,/checkout
user_3,session_203,/cart
user_3,session_237,/home
user_3,session_302,/product
user_3,session_547,/cart
user_3,session_703,/checkout
user_3,session_812,/product
user_3,session_839,/checkout
user_3,session_917,/checkout
user_30,session_148,/product
user_30,session_197,/product
user_30,session_333,/checkout
user_30,session_339,/checkout
user_30,session_408,/product
user_30,session_497,/cart
user_30,session_776,/cart
user_30,session_784,/product
user_30,session_958,/home
user_30,session_97,/cart
user_31,session_144,/product
user_31,session_183,/cart
user_31,session_265,/home
user_31,session_292,/home
user_31,session_30,/product
user_31,session_369,/product
user_31,session_401,/product
user_31,session_491,/cart
user_31,session_516,/cart
user_31,session_765,/product
user_31,session_779,/home
user_31,session_819,/cart
user_31,session_851,/cart
user_31,session_889,/checkout
user_31,session_908,/cart
user_32,session_125,/product
user_32,session_141,/home
user_32,session_142,/checkout
user_32,session_178,/checkout
user_32,session_401,/checkout
user_32,session_485,/checkout
user_32,session_521,/checkout
user_32,session_991,/home
user_33,session_251,/cart
user_33,session_314,/checkout
user_33,session_319,/home
user_33,session_363,/home
user_33,session_491,/product
user_33,session_535,/checkout
user_33,session_882,/checkout
user_34,session_121,/cart
user_34,session_136,/home
user_34,session_409,/home
user_34,session_511,/home
user_34,session_521,/checkout
user_34,session_578,/cart
user_34,session_600,/cart
user_34,session_667,/product
user_34,session_710,/checkout
user_34,session_834,/cart
user_35,session_247,/home
user_35,session_457,/product
user_35,session_720,/home
user_35,session_770,/checkout
user_35,session_777,/cart
user_35,session_877,/checkout
user_35,session_913,/product
user_36,session_141,/product
user_36,session_319,/product
user_36,session_347,/cart
user_36,session_590,/home
user_36,session_674,/home
user_36,session_790,/cart
user_36,session_792,/product
user_37,session_111,/home
user_37,session_137,/checkout
user_37,session_157,/checkout
user_37,session_193,/product
user_37,session_333,/cart
user_37,session_400,/home
user_37,session_408,/home
user_37,session_525,/home
user_37,session_645,/home
user_37,session_686,/checkout
user_38,session_106,/home
user_38,session_189,/home
user_38,session_194,/product
user_38,session_24,/product
user_38,session_392,/cart
user_38,session_429,/cart
user_38,session_449,/cart
user_38,session_637,/product
user_38,session_666,/cart
user_38,session_732,/checkout -> /home
user_38,session_743,/cart
user_38,session_835,/cart
user_39,session_325,/home
user_39,session_548,/home
user_39,session_600,/product
user_39,session_80,/home
user_39,session_907,/home
user_39,session_932,/home
user_4,session_102,/cart
user_4,session_143,/cart
user_4,session_150,/product
user_4,session_159,/product
user_4,session_199,/home
user_4,session_311,/product
user_4,session_321,/cart
user_4,session_36,/product
user_4,session_401,/cart
user_4,session_414,/checkout
user_4,session_448,/checkout
user_4,session_538,/home
user_4,session_769,/checkout
user_4,session_793,/product
user_4,session_870,/home
user_40,session_123,/product
user_40,session_216,/checkout
user_40,session_272,/checkout
user_40,session_302,/cart
user_40,session_349,/home
user_40,session_377,/home
user_40,session_381,/home
user_40,session_436,/cart
user_40,session_56,/home
user_40,session_76,/product
user_40,session_772,/checkout
user_41,session_151,/product
user_41,session_220,/cart
user_41,session_228,/product
user_41,session_248,/checkout
user_41,session_267,/checkout
user_41,session_339,/cart
user_41,session_384,/checkout
user_41,session_530,/home
user_41,session_573,/home
user_41,session_615,/product
user_41,session_628,/product
user_41,session_65,/product
user_41,session_674,/product
user_41,session_681,/product
user_41,session_704,/checkout
user_41,session_834,/cart
user_41,session_910,/checkout
user_41,session_975,/checkout
user_42,session_205,/cart
user_42,session_244,/checkout
user_42,session_262,/product
user_42,session_353,/checkout
user_42,session_455,/home
user_42,session_567,/cart
user_42,session_803,/product
user_42,session_909,/product
user_42,session_992,/product
user_42,session_994,/cart
user_43,session_188,/home
user_43,session_244,/cart
user_43,session_264,/product
user_43,session_622,/product -> /cart
user_43,session_733,/home
user_44,session_101,/cart
user_44,session_139,/home
user_44,session_223,/checkout
user_44,session_291,/home
user_44,session_298,/checkout
user_44,session_86,/home
user_44,session_876,/cart
user_45,session_534,/checkout
user_45,session_652,/product
user_45,session_653,/cart
user_45,session_663,/cart
user_45,session_804,/product
user_45,session_896,/cart
user_45,session_898,/checkout
user_45,session_947,/cart
user_45,session_982,/home
user_46,session_195,/cart
user_46,session_332,/product
user_46,session_333,/cart
user_46,session_411,/product
user_46,session_613,/product
user_46,session_650,/home
user_46,session_72,/checkout
user_46,session_726,/cart
user_46,session_904,/checkout
user_46,session_907,/checkout
user_47,session_173,/home
user_47,session_248,/cart
user_47,session_317,/home
user_47,session_327,/home
user_47,session_401,/home
user_47,session_444,/cart
user_47,session_449,/home
user_47,session_482,/home
user_47,session_579,/cart
user_47,session_700,/product
user_47,session_757,/product
user_47,session_855,/home
user_47,session_932,/home
user_47,session_953,/checkout
user_48,session_119,/checkout
user_48,session_194,/product
user_48,session_262,/cart
user_48,session_331,/product
user_48,session_385,/cart
user_48,session_397,/cart
user_48,session_417,/cart
user_48,session_767,/product
user_48,session_913,/cart
user_48,session_931,/cart
user_49,session_230,/product
user_49,session_337,/product
user_49,session_486,/checkout
user_49,session_539,/product
user_49,session_56,/product
user_49,session_686,/checkout
user_49,session_728,/cart
user_49,session_79,/home
user_49,session_846,/cart
user_5,session_163,/product
user_5,session_179,/cart
user_5,session_33,/checkout
user_5,session_34,/product
user_5,session_519,/cart
user_5,session_572,/product
user_5,session_575,/home
user_5,session_692,/checkout
user_5,session_793,/home
user_5,session_82,/product
user_5,session_898,/home
user_5,session_951,/checkout
user_50,session_253,/checkout
user_50,session_271,/home
user_50,session_285,/checkout
user_50,session_30,/checkout
user_50,session_456,/cart
user_50,session_485,/home
user_50,session_594,/cart
user_50,session_61,/cart
user_50,session_659,/checkout
user_50,session_683,/cart
user_50,session_858,/checkout
user_51,session_159,/cart
user_51,session_390,/product
user_51,session_582,/cart
user_51,session_753,/product
user_51,session_820,/cart
user_51,session_825,/home
user_51,session_987,/product
user_52,session_120,/cart
user_52,session_13,/product
user_52,session_247,/checkout
user_52,session_300,/product
user_52,session_348,/home
user_52,session_567,/checkout
user_52,session_651,/cart
user_52,session_664,/product
user_53,session_158,/product
user_53,session_268,/home
user_53,session_283,/cart
user_53,session_473,/checkout
user_53,session_479,/product
user_53,session_61,/cart
user_53,session_666,/product
user_53,session_745,/home
user_54,session_225,/product
user_54,session_263,/home
user_54,session_352,/cart
user_54,session_463,/home
user_54,session_473,/home
user_54,session_556,/cart
user_54,session_694,/cart
user_54,session_706,/cart
user_54,session_827,/cart
user_54,session_847,/checkout
user_54,session_917,/home
user_55,session_400,/cart
user_55,session_508,/home
user_55,session_571,/home
user_55,session_675,/checkout
user_55,session_694,/checkout
user_55,session_771,/home
user_55,session_860,/checkout -> /product
user_55,session_945,/checkout -> /checkout
user_56,session_122,/checkout
user_56,session_172,/home
user_56,session_271,/cart
user_56,session_401,/cart
user_56,session_514,/product
user_56,session_518,/cart
user_56,session_519,/checkout
user_56,session_550,/checkout
user_56,session_564,/home
user_56,session_573,/checkout
user_56,session_773,/product
user_56,session_825,/product
user_57,session_333,/home
user_57,session_434,/checkout
user_57,session_482,/cart
user_57,session_520,/checkout
user_57,session_59,/cart
user_57,session_613,/home
user_57,session_684,/home
user_57,session_957,/cart
user_58,session_258,/product
user_58,session_316,/product
user_58,session_363,/cart
user_58,session_413,/product
user_58,session_429,/checkout
user_58,session_593,/checkout
user_58,session_635,/product
user_58,session_646,/cart
user_58,session_942,/product
user_58,session_953,/home
user_59,session_461,/product
user_59,session_499,/home
user_59,session_558,/cart
user_59,session_605,/checkout
user_59,session_651,/home
user_59,session_713,/home
user_59,session_781,/product
user_59,session_818,/home
user_6,session_142,/product
user_6,session_246,/checkout
user_6,session_292,/cart
user_6,session_432,/product
user_6,session_439,/cart
user_6,session_496,/home
user_6,session_675,/home
user_6,session_784,/home
user_6,session_826,/cart
user_6,session_949,/cart
user_60,session_43,/checkout
user_60,session_499,/home
user_60,session_550,/cart
user_60,session_563,/cart
user_60,session_802,/product
user_60,session_892,/cart
user_60,session_907,/home
user_60,session_996,/product
user_61,session_131,/home
user_61,session_196,/product
user_61,session_197,/home
user_61,session_301,/product
user_61,session_503,/home
user_61,session_649,/product
user_61,session_67,/cart
user_61,session_713,/checkout
user_61,session_936,/cart
user_62,session_116,/checkout
user_62,session_128,/checkout
user_62,session_183,/checkout
user_62,session_435,/cart
user_62,session_486,/product
user_62,session_540,/cart
user_62,session_569,/product
user_62,session_579,/checkout
user_62,session_588,/home
user_62,session_718,/checkout
user_62,session_994,/checkout
user_63,session_21,/checkout
user_63,session_450,/cart
user_63,session_46,/product
user_63,session_681,/home
user_63,session_850,/checkout
user_64,session_117,/checkout
user_64,session_306,/checkout
user_64,session_478,/product
user_64,session_488,/home
user_64,session_521,/product
user_64,session_605,/home
user_64,session_672,/checkout
user_64,session_792,/cart
user_64,session_865,/product
user_64,session_874,/checkout
user_65,session_146,/cart
user_65,session_324,/cart
user_65,session_34,/home
user_65,session_742,/product
user_65,session_800,/product
user_65,session_886,/cart
user_65,session_917,/checkout
user_65,session_921,/home
user_65,session_966,/cart
user_66,session_1,/home
user_66,session_116,/checkout
user_66,session_232,/cart
user_66,session_395,/product
user_66,session_504,/cart
user_66,session_55,/home
user_66,session_714,/home
user_66,session_729,/checkout
user_66,session_907,/cart
user_66,session_914,/home
user_67,session_201,/checkout
user_67,session_242,/cart
user_67,session_304,/product
user_67,session_377,/cart
user_67,session_401,/checkout
user_67,session_533,/product
user_67,session_788,/cart
user_67,session_915,/product
user_67,session_963,/cart
user_68,session_139,/checkout
user_68,session_21,/checkout
user_68,session_381,/home
user_68,session_457,/checkout
user_68,session_507,/product
user_68,session_608,/product
user_68,session_890,/checkout
user_68,session_929,/product
user_68,session_946,/home
user_68,session_953,/checkout
user_68,session_959,/product
user_69,session_108,/home
user_69,session_123,/product
user_69,session_170,/product
user_69,session_247,/checkout
user_69,session_269,/product
user_69,session_277,/home
user_69,session_334,/home
user_69,session_513,/cart
user_69,session_582,/checkout
user_69,session_598,/product
user_69,session_849,/product
user_69,session_907,/cart
user_7,session_103,/product
user_7,session_228,/cart
user_7,session_339,/home
user_7,session_345,/checkout
user_7,session_369,/home
user_7,session_463,/home
user_7,session_533,/home
user_7,session_577,/cart
user_7,session_624,/product -> /product
user_7,session_883,/checkout
user_7,session_941,/product
user_70,session_113,/home
user_70,session_220,/product
user_70,session_614,/checkout
user_70,session_708,/product
user_70,session_785,/home
user_70,session_899,/checkout
user_70,session_901,/checkout -> /product
user_70,session_952,/checkout
user_71,session_106,/home
user_71,session_209,/cart
user_71,session_400,/checkout
user_71,session_450,/product
user_71,session_588,/cart
user_71,session_591,/cart
user_71,session_633,/cart
user_71,session_647,/cart
user_71,session_659,/checkout
user_71,session_696,/product
user_71,session_901,/cart
user_71,session_952,/checkout
user_72,session_148,/product
user_72,session_287,/cart
user_72,session_394,/product
user_72,session_780,/checkout
user_72,session_852,/product
user_73,session_158,/checkout
user_73,session_221,/home
user_73,session_338,/cart
user_73,session_600,/product
user_73,session_644,/product
user_73,session_651,/home
user_73,session_699,/checkout
user_73,session_858,/checkout
user_73,session_89,/home
user_74,session_164,/product
user_74,session_207,/cart
user_74,session_264,/product
user_74,session_266,/home
user_74,session_497,/cart
user_74,session_541,/cart
user_74,session_580,/cart
user_74,session_839,/cart
user_74,session_941,/checkout
user_75,session_151,/checkout
user_75,session_187,/checkout
user_75,session_332,/checkout
user_75,session_375,/product
user_75,session_555,/home
user_75,session_910,/product
user_75,session_948,/cart
user_75,session_976,/product
user_76,session_198,/home
user_76,session_209,/home
user_76,session_24,/product
user_76,session_243,/home
user_76,session_264,/checkout
user_76,session_351,/home
user_76,session_424,/home
user_76,session_431,/cart
user_76,session_509,/home
user_76,session_516,/checkout
user_76,session_617,/product
user_76,session_652,/checkout
user_76,session_666,/home
user_76,session_743,/product
user_76,session_793,/cart
user_76,session_893,/home
user_76,session_898,/cart
user_76,session_947,/checkout
user_76,session_97,/home
user_76,session_972,/product
user_77,session_279,/checkout
user_77,session_500,/product
user_77,session_524,/product
user_77,session_549,/product
user_77,session_719,/product
user_77,session_724,/checkout
user_77,session_879,/checkout
user_78,session_100,/home
user_78,session_118,/checkout
user_78,session_396,/product
user_78,session_422,/checkout
user_78,session_447,/product
user_78,session_526,/checkout
user_78,session_531,/checkout
user_78,session_833,/product
user_78,session_994,/checkout
user_79,session_240,/home
user_79,session_630,/home
user_79,session_657,/product
user_79,session_664,/cart
user_79,session_88,/checkout
user_79,session_929,/cart
user_8,session_120,/checkout
user_8,session_148,/home
user_8,session_311,/checkout
user_8,session_412,/home
user_8,session_442,/product
user_8,session_481,/product
user_8,session_573,/cart
user_8,session_690,/cart
user_8,session_772,/cart
user_8,session_992,/checkout
user_80,session_10,/home
user_80,session_135,/product
user_80,session_145,/cart
user_80,session_168,/home
user_80,session_342,/home
user_80,session_397,/cart
user_80,session_44,/cart
user_80,session_499,/checkout
user_80,session_538,/product
user_80,session_601,/product
user_80,session_609,/checkout
user_80,session_712,/cart
user_80,session_733,/product
user_80,session_768,/home
user_80,session_91,/home
user_81,session_243,/product
user_81,session_304,/cart
user_81,session_316,/checkout
user_81,session_319,/cart
user_81,session_372,/product
user_81,session_426,/home
user_81,session_430,/home
user_81,session_525,/home
user_81,session_749,/product
user_81,session_782,/cart
user_82,session_168,/home
user_82,session_171,/checkout
user_82,session_304,/checkout
user_82,session_387,/cart
user_82,session_486,/cart
user_82,session_538,/product
user_82,session_728,/checkout
user_82,session_769,/home
user_82,session_776,/home
user_82,session_923,/cart
user_82,session_93,/home
user_82,session_943,/checkout
user_83,session_170,/cart
user_83,session_181,/cart
user_83,session_213,/checkout
user_83,session_229,/checkout
user_83,session_275,/product
user_83,session_315,/cart
user_83,session_48,/product
user_83,session_675,/home
user_83,session_701,/cart
user_83,session_812,/checkout -> /home
user_83,session_82,/product
user_84,session_143,/product
user_84,session_224,/checkout
user_84,session_25,/checkout
user_84,session_34,/checkout
user_84,session_572,/cart
user_84,session_662,/product
user_84,session_70,/checkout
user_84,session_730,/cart
user_84,session_818,/product
user_84,session_893,/home
user_85,session_162,/cart
user_85,session_183,/product
user_85,session_252,/checkout
user_85,session_350,/cart
user_85,session_4,/cart
user_85,session_453,/home
user_85,session_564,/home
user_85,session_570,/checkout
user_85,session_640,/home
user_85,session_668,/home
user_85,session_669,/home
user_85,session_705,/cart
user_85,session_732,/home
user_85,session_749,/home
user_85,session_805,/home
user_85,session_863,/cart
user_86,session_12,/checkout
user_86,session_238,/checkout
user_86,session_411,/cart
user_86,session_439,/checkout
user_86,session_480,/checkout
user_86,session_747,/cart
user_86,session_888,/cart
user_86,session_904,/product
user_86,session_935,/home
user_87,session_108,/product
user_87,session_109,/checkout
user_87,session_20,/checkout
user_87,session_367,/checkout
user_87,session_437,/home
user_87,session_520,/product
user_87,session_580,/checkout
user_87,session_585,/home
user_87,session_637,/product
user_87,session_679,/cart
user_87,session_694,/product
user_87,session_874,/home
user_87,session_88,/home
user_87,session_881,/home
user_87,session_940,/product
user_87,session_97,/product
user_88,session_489,/product
user_88,session_587,/product
user_88,session_819,/cart
user_88,session_949,/cart
user_89,session_126,/checkout
user_89,session_151,/product
user_89,session_321,/home
user_89,session_651,/cart
user_89,session_697,/checkout
user_89,session_817,/cart
user_89,session_933,/checkout
user_89,session_940,/product
user_89,session_995,/cart
user_9,session_213,/home
user_9,session_324,/product
user_9,session_33,/checkout
user_9,session_421,/cart
user_9,session_463,/checkout -> /cart
user_9,session_721,/cart
user_9,session_828,/checkout
user_9,session_869,/home
user_9,session_870,/product
user_9,session_920,/cart
user_90,session_392,/checkout
user_90,session_451,/cart
user_90,session_464,/checkout
user_90,session_555,/checkout
user_90,session_85,/home
user_91,session_123,/product
user_91,session_325,/product
user_91,session_358,/cart
user_91,session_366,/checkout
user_91,session_660,/home
user_91,session_691,/checkout
user_91,session_712,/home
user_91,session_737,/checkout
user_91,session_742,/home
user_91,session_791,/cart
user_91,session_874,/cart
user_91,session_880,/cart
user_91,session_962,/product
user_91,session_98,/checkout
user_92,session_107,/checkout
user_92,session_16,/home
user_92,session_197,/product
user_92,session_344,/product
user_92,session_364,/product
user_92,session_49,/cart
user_92,session_491,/product
user_92,session_758,/checkout
user_92,session_960,/product
user_93,session_209,/cart
user_93,session_319,/cart
user_93,session_423,/product
user_93,session_693,/product
user_93,session_719,/product
user_93,session_834,/home
user_93,session_852,/checkout
user_93,session_923,/product
user_93,session_927,/cart
user_93,session_979,/checkout
user_94,session_227,/home
user_94,session_24,/cart
user_94,session_440,/home
user_94,session_477,/checkout
user_94,session_500,/checkout
user_94,session_646,/product
user_94,session_684,/home
user_94,session_716,/home
user_94,session_784,/cart
user_94,session_800,/checkout
user_94,session_907,/cart
user_94,session_938,/home
user_94,session_987,/product
user_95,session_17,/cart
user_95,session_23,/product
user_95,session_325,/cart
user_95,session_422,/home
user_95,session_589,/product
user_95,session_697,/product
user_95,session_850,/home
user_95,session_890,/checkout
user_95,session_917,/home
user_96,session_113,/home
user_96,session_205,/cart
user_96,session_261,/home
user_96,session_383,/product
user_96,session_428,/home
user_96,session_578,/cart
user_96,session_721,/product
user_96,session_82,/cart
user_96,session_836,/product
user_96,session_898,/product
user_96,session_911,/checkout
user_97,session_239,/home
user_97,session_282,/cart
user_97,session_320,/product
user_97,session_418,/product
user_97,session_454,/cart
user_97,session_460,/cart
user_97,session_538,/cart
user_97,session_688,/home
user_97,session_874,/cart
user_97,session_997,/product
user_98,session_296,/cart
user_98,session_311,/home
user_98,session_423,/product
user_98,session_511,/cart
user_98,session_551,/checkout
user_98,session_591,/cart
user_98,session_597,/home
user_98,session_684,/home
user_98,session_723,/product
user_98,session_781,/checkout
user_98,session_914,/product
user_99,session_107,/product
user_99,session_16,/product
user_99,session_323,/cart
user_99,session_456,/checkout
user_99,session_512,/home
user_99,session_596,/product
user_99,session_655,/product
user_99,session_666,/product
user_99,session_806,/cart
user_99,session_823,/home
user_99,session_908,/product
